# Program:featureCounts v1.4.4; Command:"featureCounts" "-a" "chr4.gtf" "-o" "counts.txt" "-t" "exon" "-g" "gene_name" "-T" "16" "trimmed_ctl1.fastq_tophat/accepted_hits.bam" "trimmed_ctl2.fastq_tophat/accepted_hits.bam" "trimmed_ctl3.fastq_tophat/accepted_hits.bam" "trimmed_uvb1.fastq_tophat/accepted_hits.bam" "trimmed_uvb2.fastq_tophat/accepted_hits.bam" "trimmed_uvb3.fastq_tophat/accepted_hits.bam" 
Geneid	Chr	Start	End	Strand	Length	trimmed_ctl1.fastq_tophat/accepted_hits.bam	trimmed_ctl2.fastq_tophat/accepted_hits.bam	trimmed_ctl3.fastq_tophat/accepted_hits.bam	trimmed_uvb1.fastq_tophat/accepted_hits.bam	trimmed_uvb2.fastq_tophat/accepted_hits.bam	trimmed_uvb3.fastq_tophat/accepted_hits.bam
MIR574	4	38868032	38868127	+	96	0	0	0	0	0	0
TMEM156	4;4;4;4;4;4;4;4;4;4	38966744;38971032;38986336;38988851;38993735;38998460;38998623;39028375;39032226;39032642	38967641;38971137;38986419;38988970;38993998;38998540;38998909;39028597;39032443;39032922	-;-;-;-;-;-;-;-;-;-	2562	0	0	0	0	0	0
KLHL5	4;4;4;4;4;4;4;4;4;4;4;4;4;4	39045039;39062232;39063572;39075965;39081103;39081963;39086515;39096692;39103287;39107569;39113020;39115159;39121010;39126694	39045096;39063035;39063797;39076147;39081239;39082159;39086727;39096878;39103511;39107731;39113232;39116332;39122209;39126857	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5144	0	0	0	0	0	0
RP11-360F5.1	4;4;4;4	39112677;39115519;39120152;39126708	39113253;39115642;39120285;39126818	-;-;-;-	946	0	0	0	0	0	0
RP11-360F5.3	4;4	39133913;39135287	39134045;39135608	+;+	455	0	0	0	0	0	0
WDR19	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	39182404;39185726;39186539;39189656;39194544;39199478;39203642;39205154;39205563;39214601;39215841;39216096;39217134;39217983;39224884;39228210;39228486;39231797;39232162;39234766;39237680;39240277;39244248;39244470;39245369;39253146;39253906;39255848;39257486;39266063;39267995;39269976;39272980;39276962;39278131;39278271;39285487	39182563;39185817;39186604;39189781;39194781;39199593;39203727;39205266;39206115;39214671;39216013;39216210;39217240;39219133;39225033;39228357;39228690;39231956;39232308;39234875;39237994;39240334;39244388;39244552;39245452;39253292;39254030;39255960;39257554;39266140;39268091;39270100;39275339;39277158;39278207;39278663;39285810	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8873	0	0	0	0	0	0
RFC1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	39287456;39289556;39291639;39291980;39292077;39295614;39295877;39300021;39300260;39302278;39302500;39302737;39303060;39304814;39306592;39307376;39308636;39311445;39312752;39316915;39317864;39320383;39321287;39322283;39323203;39326563;39327524;39341487;39342345;39345401;39351348;39355877;39366239	39288844;39290039;39291852;39292074;39292135;39295759;39295899;39300138;39300414;39302376;39302595;39302874;39303193;39304928;39306704;39307471;39309032;39311549;39312931;39317022;39318070;39320669;39321828;39322404;39323417;39326640;39327756;39341665;39342467;39345476;39351476;39355997;39366375	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6713	0	0	2	0	0	0
RNU6-32P	4	39297605	39297711	-	107	0	0	0	0	0	0
RNU6-887P	4	39399149	39399248	+	100	0	0	0	0	0	0
KLB	4;4;4;4;4	39406853;39434210;39437727;39446332;39448301	39407774;39434720;39437995;39447475;39451536	+;+;+;+;+	6082	0	0	0	0	0	0
MIR5591	4	39411910	39411974	+	65	0	0	0	0	0	0
RPL9	4;4;4;4;4	39454124;39454533;39454864;39455811;39458194	39454225;39454649;39455276;39457682;39458948	-;-;-;-;-	3259	0	0	0	0	0	0
LIAS	4;4;4;4;4;4;4;4;4;4;4;4	39459000;39460790;39462196;39463525;39465046;39465285;39466017;39467518;39470019;39471236;39473100;39477063	39459162;39460962;39462289;39464238;39465202;39465342;39466072;39467646;39470164;39471306;39473211;39477653	+;+;+;+;+;+;+;+;+;+;+;+	2464	0	0	0	0	0	0
RP11-472B18.1	4	39480255	39481905	+	1651	0	0	0	0	0	0
UGDH	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	39498755;39503875;39504417;39505237;39505618;39508566;39509760;39510353;39510661;39514083;39521351;39526384;39527053;39527233;39527799	39500253;39503985;39504508;39505370;39505748;39508660;39509907;39510550;39510861;39514184;39521544;39526557;39527119;39527618;39528311	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4045	0	0	0	0	0	0
UGDH-AS1	4;4;4;4;4	39528019;39531969;39587923;39589587;39592673	39528338;39532130;39588059;39589719;39594707	+;+;+;+;+	2787	0	0	0	0	0	0
SMIM14	4;4;4;4;4;4;4;4	39546330;39556427;39572415;39583935;39605071;39611966;39638163;39638739	39552158;39556570;39572463;39583958;39605180;39612110;39638230;39639090	-;-;-;-;-;-;-;-	6721	0	0	0	0	0	0
RNU7-11P	4	39621012	39621073	+	62	0	0	0	0	0	0
RP11-539G18.2	4;4;4;4;4;4;4	39639140;39641694;39650377;39651266;39653204;39654387;39666123	39639549;39641792;39650454;39652072;39653465;39654509;39666644	+;+;+;+;+;+;+	2301	0	0	0	0	0	0
UBE2K	4;4;4;4;4;4;4	39698044;39737420;39745752;39755657;39774834;39777682;39778360	39698390;39737513;39745810;39755739;39774933;39777810;39782792	+;+;+;+;+;+;+	5245	0	0	0	0	0	0
RP11-539G18.1	4;4	39713842;39714211	39713887;39714451	-;-	287	0	0	0	0	0	0
RN7SL558P	4	39761000	39761298	+	299	0	0	0	0	0	0
ZBTB12P1	4;4;4	39770081;39770597;39771009	39770467;39770968;39771371	-;-;-	1122	0	0	0	0	0	0
PDS5A	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	39822863;39837012;39841948;39844656;39845818;39848851;39849520;39862219;39862869;39863336;39866861;39868670;39869394;39872792;39874289;39876993;39879728;39890249;39898014;39898777;39900426;39902347;39904040;39908395;39910065;39913611;39917048;39920319;39922622;39925836;39926775;39927961;39976113;39977457	39825488;39838208;39842056;39844801;39848561;39848970;39849652;39862333;39863073;39863459;39867015;39868735;39869462;39873144;39874412;39877153;39879833;39890364;39898528;39898825;39900507;39902460;39904191;39908884;39910338;39913726;39917188;39920399;39922748;39925933;39926861;39928164;39976617;39977956	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12204	1	0	0	0	0	0
TCEB1P33	4;4;4	39932454;39933189;39933471	39932891;39933291;39933561	+;+;+	632	0	0	0	0	0	0
RNA5SP159	4	39936753	39936855	+	103	0	0	0	0	0	0
AC098591.1	4	39972741	39972797	-	57	0	0	0	0	0	0
RP11-333E13.2	4	39973128	39973442	-	315	0	0	0	0	0	0
PABPC1P1	4;4	39973444;39974147	39973842;39974338	+;+	591	0	0	0	0	0	0
KRT18P25	4	40020240	40021517	+	1278	0	0	0	0	0	0
RP11-333E13.4	4;4;4	40042917;40044965;40056961	40044184;40045070;40057199	-;-;-	1613	0	0	0	0	0	0
N4BP2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	40056826;40073455;40097227;40100036;40102075;40106900;40112084;40113432;40117869;40119932;40123127;40124160;40126134;40131801;40136944;40142673;40144632;40152780;40154192	40057030;40073551;40097569;40100126;40103218;40107024;40112172;40113508;40118024;40122309;40123212;40124205;40126330;40131919;40137082;40142861;40144800;40152903;40158252	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9835	0	0	0	0	0	0
RNU6-1112P	4	40077884	40077982	+	99	0	0	0	0	0	0
SNORA51	4;4;4	40082983;168471409;176098163	40083106;168471539;176098285	+;+;+	378	0	0	0	0	0	0
RP11-395I6.1	4	40142198	40142365	-	168	0	0	0	0	0	0
RP11-395I6.3	4	40166675	40167831	+	1157	0	0	0	0	0	0
RHOH	4;4;4;4;4;4;4;4;4;4;4;4	40191053;40192967;40193649;40196907;40200344;40205693;40209463;40212664;40218043;40235177;40240128;40242714	40191338;40193123;40193812;40197300;40200565;40205832;40209669;40212791;40218298;40235358;40240345;40246967	+;+;+;+;+;+;+;+;+;+;+;+	6608	0	0	0	0	0	0
RP11-395I6.2	4;4	40265472;40265983	40265549;40266457	+;+	553	0	0	0	0	0	0
AC195454.1	4;4;4	40316485;40326710;40330160	40316980;40326910;40330419	+;+;+	957	0	0	0	0	0	0
CHRNA9	4;4;4;4;4;4;4;4	40335329;40335827;40337210;40338052;40347787;40348882;40349587;40353979	40335531;40335972;40337364;40338241;40348139;40349414;40349935;40355217	+;+;+;+;+;+;+;+	3168	0	0	0	0	0	0
RNU7-74P	4	40377452	40377513	-	62	0	0	0	0	0	0
RBM47	4;4;4;4;4;4;4;4;4;4;4;4;4	40423267;40432651;40436441;40437771;40455475;40466577;40475693;40514516;40515867;40542523;40629396;40629978;40630463	40426143;40432862;40436885;40438924;40455595;40466699;40475749;40514758;40515973;40544506;40629864;40630316;40630875	-;-;-;-;-;-;-;-;-;-;-;-;-	8544	0	0	0	0	0	0
RP11-588L15.2	4;4	40426119;40426788	40426182;40427585	+;+	862	0	0	0	0	0	0
AC098869.1	4	40463711	40463803	+	93	0	0	0	0	0	0
RP11-588L15.1	4	40491733	40492024	+	292	0	0	0	0	0	0
MIR4802	4	40502040	40502119	-	80	0	0	0	0	0	0
NSUN7	4;4;4;4;4;4;4;4;4;4;4;4;4;4	40749897;40750603;40760434;40761171;40762606;40773056;40774265;40774767;40776049;40790602;40794375;40798787;40807061;40808286	40750300;40750991;40760492;40761301;40762708;40773238;40774417;40775456;40776476;40790745;40794476;40798904;40807184;40809985	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4728	0	0	0	0	0	0
RP11-632F7.1	4	40786110	40786710	+	601	0	0	0	0	0	0
APBB2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	40810027;40821871;40823644;40825887;40826786;40830458;40842370;40856985;40890309;40890849;40892395;40934456;40934614;40944865;41013583;41033236;41065576;41100639;41118089;41138042;41142987;41177559;41193793;41207837;41214405;41216506	40816259;40822466;40823759;40825970;40827219;40830583;40842516;40857192;40890491;40890914;40893411;40934516;40935626;40945073;41014398;41033304;41065673;41100750;41118205;41138156;41143142;41177690;41194145;41207908;41214618;41216714	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12956	0	0	0	0	0	0
RP11-632F7.3	4;4	40812779;40825754	40812857;40826151	+;+	477	0	0	0	0	0	0
RNA5SP160	4	40990154	40990273	+	120	0	0	0	0	0	0
RNU6-836P	4	41084607	41084713	+	107	0	0	0	0	0	0
RNU6-1195P	4	41113942	41114045	+	104	0	0	0	0	0	0
UCHL1-AS1	4;4;4;4	41220074;41221337;41253883;41256559	41220348;41221484;41254170;41256727	-;-;-;-	880	0	0	0	0	0	0
UCHL1	4;4;4;4;4;4;4;4;4;4;4	41256413;41256593;41256769;41256833;41257115;41260639;41261715;41261876;41263225;41264103;41267987	41256487;41256761;41256803;41257020;41257737;41260797;41261800;41261923;41263291;41264465;41268455	+;+;+;+;+;+;+;+;+;+;+	2282	0	0	0	0	0	0
LIMCH1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	41359607;41360631;41385803;41385979;41418739;41453565;41494536;41524409;41538157;41551125;41551321;41598920;41603875;41605894;41612339;41612709;41613466;41619188;41620424;41626708;41629492;41631148;41632749;41632977;41633548;41638932;41644500;41646123;41646485;41650393;41661420;41662821;41666561;41670718;41671554;41676379;41680006;41680955;41682333;41684397;41685710;41687840;41689527;41692282;41692955;41697160	41359803;41360936;41385894;41386006;41418794;41453686;41494606;41524478;41538350;41551191;41551395;41599121;41603905;41606004;41612603;41613104;41613661;41620294;41620690;41627010;41629734;41631477;41632867;41633085;41633808;41638967;41644626;41646280;41646893;41650608;41661510;41662984;41666666;41670792;41671594;41676462;41680098;41681059;41682460;41684518;41685830;41687917;41689635;41692384;41693347;41700044	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10862	0	0	0	0	0	0
RP11-124A7.1	4	41389115	41389593	+	479	0	0	0	0	0	0
RP11-227F19.5	4;4;4	41688858;41689644;41692542	41688927;41689752;41692797	-;-;-	435	0	0	0	0	0	0
OR5M14P	4;4	41722538;41723214	41722856;41723512	-;-	618	0	0	0	0	0	0
PHOX2B	4;4;4;4	41744082;41747349;41747648;41748370	41746322;41747536;41747709;41748970	-;-;-;-	3092	0	0	0	0	0	0
RP11-227F19.1	4;4;4;4;4	41748293;41794205;41795056;41823143;41823884	41748586;41794339;41795214;41823225;41824119	+;+;+;+;+	907	0	0	0	0	0	0
RP11-227F19.2	4;4;4	41750345;41755662;41756951	41750397;41755778;41757341	+;+;+	561	0	0	0	0	0	0
RNU1-49P	4	41771945	41772103	-	159	0	0	0	0	0	0
HMGB1P28	4;4;4	41842154;41842560;41843722	41842255;41842780;41843950	-;-;-	552	0	0	0	0	0	0
LINC00682	4;4;4;4	41876481;41879521;41881486;41882480	41876980;41880813;41881843;41882611	-;-;-;-	2283	0	0	0	0	0	0
RP11-457P14.5	4;4;4	41883060;41892443;41894531	41883694;41892583;41894579	-;-;-	825	0	0	0	0	0	0
RP11-457P14.6	4	41924180	41924380	+	201	0	0	0	0	0	0
TMEM33	4;4;4;4;4;4;4;4;4	41935120;41938602;41939196;41939721;41943747;41944793;41949302;41953760;41954070	41935529;41938696;41939383;41939828;41944202;41944926;41949385;41954021;41960572	+;+;+;+;+;+;+;+;+	8240	0	0	0	0	0	0
DCAF4L1	4	41981696	41986467	+	4772	0	0	0	0	0	0
RP11-814H16.2	4	41988741	41989237	-	497	0	0	0	0	0	0
SLC30A9	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	41990472;42001616;42018111;42018389;42020416;42022838;42023302;42035275;42038986;42049377;42060191;42062986;42065310;42066550;42067085;42070189;42070526;42075657;42078212;42086082	41990760;42001780;42018170;42018505;42020775;42022930;42023384;42035333;42039053;42049479;42060246;42063121;42065349;42066621;42067192;42070292;42070691;42075786;42078851;42090457	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7225	0	0	0	0	0	0
ATP1B1P1	4	42029209	42030123	+	915	0	0	0	0	0	0
BEND4	4;4;4;4;4;4	42110938;42120054;42125583;42143428;42151657;42152532	42117735;42120294;42125674;42143994;42152376;42152878	-;-;-;-;-;-	8765	0	0	0	0	0	0
RP11-63A11.1	4;4;4;4;4	42281830;42283273;42299012;42352504;42391175	42282249;42283391;42299311;42352896;42391268	-;-;-;-;-	1326	0	0	0	0	0	0
SHISA3	4;4	42397839;42401012	42398333;42402487	+;+	1971	0	0	0	0	0	0
ATP8A1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	42408373;42414627;42422807;42423617;42443565;42444578;42446583;42451981;42455297;42455525;42459358;42464690;42464893;42485496;42503450;42507016;42522160;42524763;42543917;42549013;42551198;42552505;42555968;42569161;42574619;42575622;42578260;42579813;42581621;42586349;42588260;42590811;42594289;42600478;42616033;42624536;42625141;42656825	42413013;42415147;42422899;42423705;42443672;42444634;42446644;42452059;42455433;42455599;42459532;42464800;42465076;42485668;42503514;42507154;42522299;42524847;42543986;42549062;42551280;42552610;42556235;42569205;42574707;42575699;42578387;42579978;42581732;42586476;42588617;42590884;42594362;42600518;42616078;42624634;42627109;42657105	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11199	0	0	0	0	0	0
AC084010.1	4	42445990	42446072	+	83	0	0	0	0	0	0
RPS7P7	4	42471810	42472380	+	571	0	0	0	0	0	0
CCNL2P1	4	42561457	42562425	-	969	0	0	0	0	0	0
RP11-109E24.2	4	42657496	42657928	+	433	0	0	0	0	0	0
RP11-109E24.1	4;4	42706107;42706438	42706336;42707335	+;+	1128	0	0	0	0	0	0
RN7SKP82	4	42892396	42892618	+	223	0	0	0	0	0	0
GRXCR1	4;4;4;4	42893267;42962892;43020354;43030361	42893650;42963134;43020419;43030658	+;+;+;+	991	0	0	0	0	0	0
RP11-395F4.1	4;4;4;4;4	43133867;43193287;43195882;43231235;43234768	43133986;43193392;43195918;43231388;43234956	+;+;+;+;+	606	0	0	0	0	0	0
RP11-1E6.1	4;4;4;4;4	43340875;43342181;43342593;43342797;43345378	43340948;43342253;43342674;43343025;43345600	+;+;+;+;+	681	0	0	0	0	0	0
RP11-324J13.3	4	43388157	43388437	+	281	0	0	0	0	0	0
RP11-324J13.1	4	43410041	43410937	-	897	0	0	0	1	1	1
RP11-324J13.2	4;4;4	43457527;43458580;43492436	43457770;43458809;43492543	-;-;-	582	0	0	0	0	0	0
RP11-466J24.1	4	43586328	43588097	+	1770	0	0	0	0	0	0
RN7SL691P	4	43598544	43598844	-	301	0	0	0	0	0	0
RN7SL193P	4	43863274	43863549	+	276	0	0	0	0	0	0
RP11-663P9.2	4	43898962	43899351	+	390	0	0	0	0	0	0
RP11-663P9.1	4;4	43980006;43981598	43980431;43981620	-;-	449	0	0	0	0	0	0
RP11-328N19.1	4;4	44016861;44019751	44017370;44022063	+;+	2823	0	0	0	0	0	0
KCTD8	4;4;4;4	44173909;44293404;44293799;44447563	44175250;44293487;44293831;44448807	-;-;-;-	2704	0	0	0	0	0	0
AC131951.1	4	44448005	44448110	+	106	0	0	0	0	0	0
RP11-500G9.1	4	44533615	44533880	+	266	0	0	0	0	0	0
YIPF7	4;4;4;4;4;4;4;4	44622065;44624601;44629171;44635917;44649984;44651554;44660449;44678361	44622576;44624782;44629548;44636085;44650101;44651641;44660618;44678556	-;-;-;-;-;-;-;-	1813	0	0	0	0	0	0
GUF1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	44678427;44680441;44680694;44681123;44682334;44683235;44685959;44686510;44688007;44689286;44689843;44690717;44691666;44694409;44695615;44697408;44698544	44678787;44680552;44680842;44681203;44682411;44683318;44686023;44686713;44688146;44689409;44689975;44690860;44691799;44694513;44695734;44697444;44700926	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4454	0	0	0	0	0	0
GNPDA2	4;4;4;4;4;4;4;4	44682200;44701868;44703246;44710953;44717113;44718309;44722084;44726474	44682642;44703142;44707926;44711137;44717295;44718410;44722242;44726595	-;-;-;-;-;-;-;-	7150	0	0	0	0	0	0
RP11-700J17.1	4	44693946	44694386	-	441	0	0	0	0	0	0
RP11-700J17.2	4	44704405	44704965	+	561	0	0	0	0	0	0
RP11-55C6.1	4	44840380	44841402	-	1023	0	0	0	0	0	0
PRDX4P1	4;4	44944015;44944448	44944074;44944961	-;-	574	0	0	0	0	0	0
RP11-362I1.2	4	44994426	44996022	+	1597	0	0	0	0	0	0
RP11-362I1.1	4;4;4;4;4;4	45009540;45014152;45022747;45022884;45028354;45051490	45009629;45014284;45022780;45023027;45028461;45051652	+;+;+;+;+;+	672	0	0	0	0	0	0
PRKRIRP9	4;4	45323253;45325167	45324750;45326028	-;-	2360	0	0	0	0	0	0
RP11-270L13.1	4	45414337	45414910	-	574	0	0	0	0	0	0
RNU6-931P	4	45480030	45480136	+	107	0	0	0	0	0	0
RN7SKP199	4	45995119	45995423	+	305	0	0	0	0	0	0
GABRG1	4;4;4;4;4;4;4;4;4	46035769;46051424;46058217;46058485;46064441;46065364;46083986;46097201;46123810	46041254;46051638;46058369;46058622;46064523;46065584;46084053;46097349;46124081	-;-;-;-;-;-;-;-;-	6785	0	0	0	0	0	0
RP11-320H14.1	4	46243548	46244215	-	668	0	0	0	0	0	0
GABRA2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	46248427;46256195;46260772;46302507;46303174;46305568;46310173;46312496;46332615;46363715;46386074;46386707;46388636;46389735;46390262;46475067	46250604;46256374;46262128;46302662;46303612;46305711;46310255;46312716;46332682;46369006;46386189;46386875;46389550;46390039;46390404;46475230	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11930	0	0	0	0	0	0
RP11-436F23.1	4;4;4	46390255;46390885;46433078	46390568;46391008;46433188	+;+;+	549	0	0	0	0	0	0
RNU6-412P	4	46531237	46531342	-	106	0	0	0	0	0	0
RAC1P2	4	46723830	46724408	-	579	0	0	0	0	0	1
COX7B2	4;4;4;4;4	46734827;46844960;46876639;46903876;46909160	46735241;46845014;46876760;46904014;46909235	-;-;-;-;-	807	0	0	0	0	0	0
GABRA4	4;4;4;4;4;4;4;4;4	46918900;46964970;46971083;46974232;46977061;46977410;46979031;46992670;46993339	46928755;46965229;46971235;46974375;46977143;46977630;46979098;46992946;46994407	-;-;-;-;-;-;-;-;-	12131	0	0	0	0	0	0
GABRB1	4;4;4;4;4;4;4;4;4;4;4	46993723;47031360;47031914;47032417;47043082;47161249;47320127;47403318;47403559;47406682;47425674	46993926;47031731;47032005;47033013;47043345;47161469;47320209;47403455;47403711;47406926;47426444	+;+;+;+;+;+;+;+;+;+;+	3140	0	0	0	0	0	0
RP11-731J8.2	4	47431960	47438959	+	7000	0	0	0	0	0	0
COMMD8	4;4;4;4;4	47450796;47453059;47456577;47459847;47463586	47451665;47453214;47456729;47460299;47463719	-;-;-;-;-	1766	0	0	0	0	0	0
ATP10D	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	47485288;47512504;47515476;47523012;47525557;47535509;47535902;47536437;47536686;47546624;47554726;47557664;47558923;47560949;47563581;47568837;47572154;47572872;47576773;47578312;47580398;47581960;47582869;47587019;47591042	47485519;47512846;47515670;47523216;47525642;47535615;47536033;47536564;47536938;47547564;47554914;47558273;47559029;47561075;47563765;47569146;47572230;47572997;47576973;47578456;47580478;47582064;47583315;47587206;47593486	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7965	0	0	0	0	0	0
RP11-731J8.1	4	47490967	47491471	-	505	0	0	0	0	0	0
AC092597.3	4;4;4	47556731;47557642;47560202	47557003;47557911;47560259	-;-;-	601	0	0	0	0	0	0
CORIN	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	47593998;47600214;47603397;47623571;47623899;47626405;47632172;47641920;47642841;47645081;47653553;47661488;47665032;47674393;47677938;47679531;47692970;47744402;47763379;47786724;47790221;47806903;47837373;47837887	47595903;47600347;47603668;47623745;47623948;47626521;47632452;47642049;47643256;47645194;47653660;47661860;47665263;47674500;47678054;47683838;47693083;47744583;47763586;47786925;47790260;47807047;47837507;47838106	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10087	0	0	0	0	0	0
MIR8053	4	47652669	47652743	+	75	0	0	0	0	0	0
RP11-100N21.1	4	47706372	47706987	+	616	0	0	0	0	0	0
RP11-121C2.2	4	47840122	47844339	-	4218	0	0	0	0	0	0
NFXL1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	47847233;47851057;47851856;47855059;47862846;47875127;47877012;47878525;47879096;47884346;47885498;47885879;47890613;47894180;47896523;47897967;47898757;47898959;47899370;47903193;47905237;47910824;47913969;47914365;47914550	47848336;47851148;47852208;47855163;47862915;47875293;47877191;47878704;47879117;47884437;47885657;47885999;47890703;47894302;47896647;47898081;47898857;47899120;47899548;47903323;47905346;47910994;47914205;47914539;47914667	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4484	0	0	0	0	0	0
NIPAL1	4;4;4;4;4;4;4;4	47914142;47959024;48016772;48025068;48030120;48032993;48034881;48035562	47914704;47959141;48016885;48025334;48030176;48033083;48035041;48040173	+;+;+;+;+;+;+;+	5983	0	0	0	0	0	0
CNGA1	4;4;4;4;4;4;4;4;4;4;4;4;4	47935977;47940763;47942041;47942917;47943371;47949833;47951353;47952583;47970896;47981393;48010794;48012889;48016483	47937829;47940869;47942148;47943288;47943412;47949895;47951469;47952807;47971100;47981535;48010893;48012944;48016672	-;-;-;-;-;-;-;-;-;-;-;-;-	3581	0	0	0	0	0	0
AC107068.1	4	47976216	47976327	+	112	0	0	0	0	0	0
TXK	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	48066393;48071517;48073935;48076402;48079912;48086466;48089385;48094077;48095143;48104901;48110538;48112307;48113207;48114348;48134155	48067705;48071674;48074053;48076466;48080178;48086637;48089824;48094204;48095222;48104955;48110603;48112512;48113309;48114545;48134256	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3472	0	0	0	0	0	0
RNU6-838P	4	48106081	48106188	-	108	0	0	0	0	0	0
RNU6-868P	4	48109353	48109410	-	58	0	0	0	0	0	0
TEC	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	48135783;48138665;48138904;48141355;48145079;48145408;48146325;48149557;48150863;48155790;48156680;48163702;48167778;48168586;48170248;48171368;48176082;48228477;48269752	48137499;48138822;48139022;48141683;48145295;48145579;48146401;48149690;48150942;48155866;48156734;48163767;48167953;48168626;48170376;48171449;48176186;48228659;48269864	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4030	0	0	0	0	0	0
SLAIN2	4;4;4;4;4;4;4;4;4;4	48341322;48369849;48377896;48379690;48382568;48383647;48387366;48394576;48420125;48422011	48342128;48369997;48378060;48379848;48382927;48383784;48387466;48394653;48420489;48426212	+;+;+;+;+;+;+;+;+;+	6524	0	0	0	0	0	0
SLC10A4	4;4;4	48483343;48484932;48488427	48484151;48485142;48489196	+;+;+	1790	0	0	0	0	0	0
ZAR1	4;4;4;4	48490252;48492766;48492938;48494101	48491254;48492858;48493012;48494389	+;+;+;+	1460	0	0	0	0	0	0
